ID;WAARDELIJSTID;CODE;WAARDE;VANAF;TOT;TOELICHTING
1269;4;2296;Ter Apel;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2296
1270;4;2297;Ter Apelkanaal;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2297
1271;4;2298;Vlagtwedde;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2298
1272;4;2299;Gorinchem;2013-01-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2299
1273;4;2300;Dalem;2009-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2300
1274;4;2301;Allingawier;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2301
1275;4;2302;Arum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2302
1276;4;2303;Breezanddijk;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2303
1277;4;2304;Burgwerd;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2304
1278;4;2305;Cornwerd;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2305
1279;4;2306;Dedgum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2306
1280;4;2307;Exmorra;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2307
1281;4;2308;Ferwoude;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2308
1282;4;2309;Gaast;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2309
1283;4;2310;Hartwerd;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2310
1284;4;2311;Hichtum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2311
1285;4;2312;Hieslum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2312
1286;4;2313;Idsegahuizum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2313
1287;4;2314;Kimswerd;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2314
1288;4;2315;Kornwerderzand;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2315
1289;4;2316;Lollum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2316
1290;4;2317;Longerhouw;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2317
1291;4;2318;Makkum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2318
1292;4;2319;Parrega;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2319
1293;4;2320;Piaam;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2320
1294;4;2321;Pingjum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2321
1295;4;2322;Schettens;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2322
1296;4;2323;Schraard;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2323
1297;4;2324;Tjerkwerd;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2324
1298;4;2325;Witmarsum;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2325
1299;4;2326;Wons;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2326
1300;4;2327;Zurich;1948-06-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2327
1301;4;2328;Castenray;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2328
1302;4;2329;Heide;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2329
1303;4;2330;Leunen;2012-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2330
1304;4;2331;Merselo;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2331
1305;4;2334;Smakt;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2334
1306;4;2335;Venray;2012-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2335
1307;4;2336;Veulen;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2336
1308;4;2337;Vredepeel;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2337
1309;4;2338;Ysselsteyn;2009-03-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2338
1310;4;2339;Boerakker;2010-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2339
1311;4;2340;Enumatil;2010-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2340
1312;4;2341;Leek;2016-02-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2341
1313;4;2342;Lettelbert;2010-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2342
1314;4;2343;Midwolde;2010-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2343
1315;4;2344;Oostwold;2010-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2344
1316;4;2345;Tolbert;2012-09-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2345
1317;4;2346;Zevenhuizen;2016-02-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2346
1318;4;2347;Haaksbergen;2010-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2347
1319;4;2348;Alkmaar;2009-03-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2348
1320;4;2349;Koedijk;2009-03-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2349
1321;4;2350;Oudorp;2009-03-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2350
1322;4;2351;Dordrecht;2008-09-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2351
1323;4;2352;Hendrik-Ido-Ambacht;2009-01-12;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2352
1324;4;2353;Asperen;2008-12-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2353
1325;4;2354;Herwijnen;2008-12-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2354
1326;4;2355;Heukelum;2008-12-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2355
1327;4;2356;Spijk;2008-12-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2356
1328;4;2357;Vuren;2008-12-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2357
1329;4;2358;Nuth;2009-04-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2358
1330;4;2359;Hulsberg;2015-04-28;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2359
1331;4;2360;Schimmert;2009-04-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2360
1332;4;2361;Wijnandsrade;2015-04-28;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2361
1333;4;2362;Rhoon;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2362
1334;4;2363;Poortugaal;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2363
1335;4;2364;Rotterdam-Albrandswaard;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2364
1336;4;2365;Bergambacht;2008-12-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2365
1337;4;2366;Berkenwoude;2008-12-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2366
1338;4;2367;Ammerstol;2008-12-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2367
1339;4;2368;Brielle;2016-02-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2368
1340;4;2369;Vierpolders;2016-02-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2369
1341;4;2370;Zwartewaal;2009-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2370
1342;4;2371;Klaaswaal;2010-05-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2371
1343;4;2372;Numansdorp;2010-05-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2372
1344;4;2373;Ouderkerk aan den IJssel;2009-07-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2373
1345;4;2374;Gouderak;2009-07-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2374
1346;4;2375;Krimpen aan de Lek;2009-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2375
1347;4;2376;Lekkerkerk;2009-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2376
1348;4;2377;Dirksland;2008-11-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2377
1349;4;2378;Herkingen;2008-11-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2378
1350;4;2379;Melissant;2008-11-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2379
1351;4;2380;'s-Gravendeel;2009-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2380
1352;4;2381;Heinenoord;2009-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2381
1353;4;2382;Maasdam;2009-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2382
1354;4;2383;Mijnsheerenland;2009-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2383
1355;4;2384;Puttershoek;2009-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2384
1356;4;2385;Westmaas;2009-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2385
1357;4;2386;Alblasserdam;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2386
1358;4;2387;Haastrecht;2009-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2387
1359;4;2388;Stolwijk;2009-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2388
1360;4;2389;Vlist;2009-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2389
1361;4;2390;Schoonhoven;2009-04-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2390
1362;4;2391;Assen;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2391
1363;4;2392;Loon;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2392
1364;4;2393;Rhee;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2393
1365;4;2394;Ter Aard;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2394
1366;4;2395;Ubbena;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2395
1367;4;2396;Zeijerveen;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2396
1368;4;2397;Zeijerveld;2009-02-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2397
1369;4;2398;Heerjansdam;2008-12-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2398
1370;4;2399;Zwijndrecht;2008-12-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2399
1371;4;2400;Abbega;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2400
1372;4;2401;Blauwhuis;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2401
1373;4;2402;Folsgare;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2402
1374;4;2403;Gaastmeer;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2403
1375;4;2404;Gauw;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2404
1376;4;2405;Goënga;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2405
1377;4;2406;Greonterp;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2406
1378;4;2407;Heeg;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2407
1379;4;2408;Hommerts;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2408
1380;4;2409;Idzega;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2409
1381;4;2410;IJlst;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2410
1382;4;2411;Indijk;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2411
1383;4;2412;Jutrijp;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2412
1384;4;2413;Koufurderrige;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2413
1385;4;2414;Nijland;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2414
1386;4;2415;Oosthem;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2415
1387;4;2416;Oppenhuizen;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2416
1388;4;2417;Oudega;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2417
1389;4;2418;Sandfirden;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2418
1390;4;2419;Scharnegoutum;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2419
1391;4;2420;Smallebrugge;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2420
1392;4;2422;Tjalhuizum;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2422
1393;4;2423;Uitwellingerga;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2423
1394;4;2424;Westhem;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2424
1395;4;2425;Wolsum;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2425
1396;4;2426;Woudsend;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2426
1397;4;2427;Ypecolsga;2007-08-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2427
1398;4;2428;Schiermonnikoog;2009-02-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2428
1399;4;2429;Biddinghuizen;2009-09-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2429
1400;4;2430;Dronten;2009-09-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2430
1401;4;2431;Swifterbant;2009-09-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2431
1402;4;2432;IJsselstein;2010-10-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2432
1403;4;2433;Kreileroord;2009-09-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2433
1404;4;2434;Middenmeer;2009-09-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2434
1405;4;2435;Slootdorp;2009-09-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2435
1406;4;2436;Wieringerwerf;2009-09-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2436
1407;4;2437;Rozenburg;2010-03-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2437
1408;4;2438;Sliedrecht;2009-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2438
1409;4;2439;Boxtel;2009-05-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2439
1410;4;2440;Liempde;2009-05-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2440
1411;4;2441;Aldtsjerk;2010-06-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2441
1412;4;2442;Wyns;2010-06-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2442
1413;4;2443;Oentsjerk;1987-06-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2443
1414;4;2444;Gytsjerk;2010-06-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2444
1415;4;2445;Ryptsjerk;2010-06-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2445
1416;4;2446;Mûnein;2011-05-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2446
1417;4;2447;Tytsjerk;2015-05-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2447
1418;4;2448;Suwâld;2011-07-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2448
1419;4;2449;Hurdegaryp;2015-05-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2449
1420;4;2450;Noardburgum;2015-05-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2450
1421;4;2451;Burgum;2015-05-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2451
1422;4;2452;Jistrum;2010-06-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2452
1423;4;2453;Sumar;2015-05-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2453
1424;4;2454;Eastermar;2015-05-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2454
1425;4;2455;Garyp;2010-06-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2455
1426;4;2456;Earnewâld;2011-05-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2456
1427;4;2458;Heemskerk;2009-03-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2458
1428;4;2459;Rijswijk;2010-06-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2459
1429;4;2460;Schagen;2017-01-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2460
1430;4;2463;Zwaag;2014-12-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2463
1431;4;2464;Adorp;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2464
1432;4;2465;Baflo;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2465
1433;4;2466;Den Andel;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2466
1434;4;2467;Ezinge;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2467
1435;4;2468;Feerwerd;2011-06-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2468
1436;4;2469;Garnwerd;2011-06-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2469
1437;4;2470;Rasquert;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2470
1438;4;2471;Saaxumhuizen;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2471
1439;4;2472;Sauwerd;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2472
1440;4;2473;Tinallinge;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2473
1441;4;2474;Wetsinge;2009-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2474
1442;4;2475;Winsum;2011-06-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2475
1443;4;2476;Reeuwijk;2008-02-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2476
1444;4;2477;Driebruggen;2008-02-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2477
1445;4;2478;Waarder;2008-02-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2478
1446;4;2479;Milsbeek;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2479
1447;4;2480;Ottersum;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2480
1448;4;2481;Ven-Zelderheide;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2481
1449;4;2482;Gennep;2015-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2482
1450;4;2483;Heijen;2015-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2483
1451;4;2484;Akmarijp;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2484
1452;4;2485;Boornzwaag;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2485
1453;4;2486;Broek;2014-05-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2486
1454;4;2487;Dijken;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2487
1455;4;2488;Doniaga;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2488
1456;4;2489;Goingarijp;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2489
1457;4;2490;Haskerdijken;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2490
1458;4;2491;Haskerhorne;2014-05-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2491
1459;4;2492;Idskenhuizen;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2492
1460;4;2493;Joure;2014-05-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2493
1461;4;2494;Langweer;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2494
1462;4;2495;Legemeer;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2495
1463;4;2496;Nieuwebrug;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2496
1464;4;2498;Oldeouwer;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2498
1465;4;2500;Ouwsterhaule;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2500
1466;4;2501;Ouwster-Nijega;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2501
1467;4;2502;Rohel;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2502
1468;4;2503;Rotstergaast;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2503
1469;4;2504;Rotsterhaule;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2504
1470;4;2505;Rottum;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2505
1471;4;2506;Scharsterbrug;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2506
1472;4;2507;Sint Nicolaasga;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2507
1473;4;2508;Sintjohannesga;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2508
1474;4;2509;Snikzwaag;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2509
1475;4;2510;Terkaple;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2510
1476;4;2511;Teroele;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2511
1477;4;2512;Tjerkgaast;2009-09-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2512
1478;4;2513;Vegelinsoord;2014-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2513
1479;4;2514;Barsingerhorn;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2514
1480;4;2515;Haringhuizen;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2515
1481;4;2516;Kolhorn;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2516
1482;4;2517;Lutjewinkel;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2517
1483;4;2518;Nieuwe Niedorp;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2518
1484;4;2519;Oude Niedorp;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2519
1485;4;2520;'t Veld;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2520
1486;4;2521;Winkel;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2521
1487;4;2522;Zijdewind;2009-10-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2522
1488;4;2523;Woudenberg;2009-04-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2523
1489;4;2524;Eagum;2010-12-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/2524
