ID;WAARDELIJSTID;CODE;WAARDE;VANAF;TOT;TOELICHTING
651;4;1642;Nietap;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1642
652;4;1643;Nieuw-Roden;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1643
653;4;1644;Norg;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1644
654;4;1645;Peest;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1645
655;4;1646;Peize;2016-06-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1646
656;4;1647;Roden;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1647
657;4;1649;Roderwolde;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1649
658;4;1651;Veenhuizen;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1651
659;4;1652;Westervelde;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1652
660;4;1653;Zuidvelde;2009-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1653
661;4;1654;Gelselaar;2008-11-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1654
662;4;1655;Geesteren;2017-02-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1655
663;4;1656;Neede;2008-11-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1656
664;4;1657;Rietmolen;2017-09-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1657
665;4;1658;Ruurlo;2008-11-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1658
666;4;1659;Borculo;2017-02-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1659
667;4;1660;Haarlo;2008-11-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1660
668;4;1661;Beltrum;2017-09-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1661
669;4;1662;Eibergen;2017-09-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1662
670;4;1663;Rekken;2008-11-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1663
671;4;1664;Amersfoort;2013-05-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1664
672;4;1665;Hoogland;2013-05-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1665
673;4;1666;Hooglanderveen;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1666
674;4;1667;Stoutenburg Noord;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1667
675;4;1668;Oldenzaal;2011-04-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1668
676;4;1669;Deurningen;2011-04-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1669
677;4;1670;Beek;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1670
678;4;1671;Spaubeek;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1671
679;4;1672;Maastricht-Airport;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1672
680;4;1673;Bakhuizen;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1673
681;4;1674;Balk;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1674
682;4;1675;Elahuizen;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1675
683;4;1676;Harich;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1676
684;4;1677;Kolderwolde;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1677
685;4;1678;Mirns;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1678
686;4;1679;Nijemirdum;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1679
687;4;1680;Oudega;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1680
688;4;1681;Oudemirdum;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1681
689;4;1682;Rijs;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1682
690;4;1683;Ruigahuizen;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1683
691;4;1684;Sloten;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1684
692;4;1685;Sondel;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1685
693;4;1686;Wijckel;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1686
694;4;1687;Berkel en Rodenrijs;2008-05-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1687
695;4;1688;Bergschenhoek;2008-05-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1688
696;4;1689;Bleiswijk;2008-05-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1689
697;4;1690;Banholt;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1690
698;4;1691;Bemelen;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1691
699;4;1692;Cadier en Keer;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1692
700;4;1693;Eckelrade;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1693
701;4;1694;Margraten;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1694
702;4;1695;Mheer;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1695
703;4;1696;Noorbeek;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1696
704;4;1697;Scheulder;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1697
705;4;1698;Sint Geertruid;2011-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1698
706;4;1699;Kessel;2010-11-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1699
707;4;1700;Eijsden;2009-03-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1700
708;4;1701;Gronsveld;2009-03-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1701
709;4;1704;Ulvenhout;2012-05-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1704
710;4;1705;Prinsenbeek;2012-03-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1705
711;4;1707;Katwijk;2008-05-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1707
712;4;1708;Rijnsburg;2008-05-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1708
713;4;1709;Valkenburg;2008-05-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1709
714;4;1711;Beuningen;2007-12-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1711
715;4;1712;Glane;2007-12-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1712
716;4;1713;Losser;2007-12-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1713
717;4;1714;de Lutte;2007-12-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1714
718;4;1715;Overdinkel;2007-12-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1715
719;4;1716;Berg en Terblijt;2008-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1716
720;4;1717;Schin op Geul;2008-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1717
721;4;1718;Valkenburg;2008-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1718
722;4;1719;Walem;2008-03-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1719
723;4;1720;Blesdijke;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1720
724;4;1721;Boijl;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1721
725;4;1722;De Blesse;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1722
726;4;1723;De Hoeve;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1723
727;4;1724;Langelille;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1724
728;4;1725;Munnekeburen;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1725
729;4;1726;Nijeholtpade;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1726
730;4;1727;Nijeholtwolde;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1727
731;4;1728;Nijelamer;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1728
732;4;1729;Nijetrijne;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1729
733;4;1730;Noordwolde;2011-07-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1730
734;4;1731;Oldeholtpade;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1731
735;4;1732;Oldeholtwolde;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1732
736;4;1733;Oldelamer;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1733
737;4;1734;Oldetrijne;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1734
738;4;1735;Oosterstreek;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1735
739;4;1736;Peperga;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1736
740;4;1737;Scherpenzeel;2011-07-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1737
741;4;1738;Slijkenburg;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1738
742;4;1739;Sonnega;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1739
743;4;1740;Spanga;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1740
744;4;1741;Steggerda;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1741
745;4;1742;Ter Idzard;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1742
746;4;1743;Vinkega;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1743
747;4;1744;Wolvega;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1744
748;4;1745;Zandhuizen;2008-06-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1745
749;4;1746;Heerhugowaard;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1746
750;4;1747;Edam;2008-01-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1747
751;4;1748;Volendam;2008-01-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1748
752;4;1749;Purmer;2008-01-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1749
753;4;1750;Raamsdonksveer;2010-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1750
754;4;1751;Geertruidenberg;2009-01-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1751
755;4;1752;Raamsdonk;2010-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1752
756;4;1753;Appelscha;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1753
757;4;1754;Donkerbroek;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1754
758;4;1755;Elsloo;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1755
759;4;1756;Fochteloo;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1756
760;4;1759;Langedijke;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1759
761;4;1760;Makkinga;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1760
762;4;1761;Nijeberkoop;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1761
763;4;1762;Oldeberkoop;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1762
764;4;1763;Oosterwolde;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1763
765;4;1764;Ravenswoud;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1764
766;4;1765;Waskemeer;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1765
767;4;1766;Alphen;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1766
768;4;1767;Altforst;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1767
769;4;1768;Appeltern;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1768
770;4;1769;Beneden-Leeuwen;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1769
771;4;1770;Boven-Leeuwen;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1770
772;4;1771;Dreumel;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1771
773;4;1772;Maasbommel;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1772
774;4;1773;Wamel;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1773
775;4;1774;Deurne;2010-01-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1774
776;4;1775;Vlierden;2010-01-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1775
777;4;1776;Liessel;2011-06-24;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1776
778;4;1777;Neerkant;2010-01-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1777
779;4;1778;Helenaveen;2010-01-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1778
780;4;1779;1e Exloërmond;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1779
781;4;1780;2e Exloërmond;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1780
782;4;1781;2e Valthermond;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1781
783;4;1782;Borger;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1782
784;4;1783;Bronneger;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1783
785;4;1784;Bronnegerveen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1784
786;4;1785;Buinen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1785
787;4;1786;Buinerveen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1786
788;4;1787;Drouwen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1787
789;4;1788;Drouwenermond;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1788
790;4;1789;Drouwenerveen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1789
791;4;1790;Ees;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1790
792;4;1791;Eesergroen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1791
793;4;1792;Eeserveen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1792
794;4;1793;Ellertshaar;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1793
795;4;1794;Exloërveen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1794
796;4;1795;Exloo;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1795
797;4;1796;Klijndijk;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1796
798;4;1797;Nieuw-Buinen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1797
799;4;1798;Odoorn;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1798
800;4;1799;Odoornerveen;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1799
801;4;1800;Valthe;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1800
802;4;1801;Valthermond;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1801
803;4;1802;Westdorp;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1802
804;4;1803;Zandberg;2008-12-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1803
805;4;1805;Streefkerk;2008-10-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1805
806;4;1806;Groot-Ammers;2008-10-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1806
807;4;1807;Nieuwpoort;2008-10-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1807
808;4;1808;Langerak;2008-10-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1808
809;4;1809;Waal;2008-10-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1809
810;4;1810;Alteveer gem Hoogeveen;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1810
811;4;1811;Elim;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1811
812;4;1812;Fluitenberg;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1812
813;4;1813;Hollandscheveld;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1813
814;4;1814;Hoogeveen;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1814
815;4;1815;Nieuweroord;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1815
816;4;1816;Nieuwlande;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1816
817;4;1817;Noordscheschut;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1817
818;4;1818;Pesse;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1818
819;4;1819;Stuifzand;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1819
820;4;1820;Tiendeveen;2008-08-21;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1820
821;4;1821;Wassenaar;2009-06-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1821
822;4;1822;'s-Heer Arendskerke;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1822
823;4;1823;'s-Heer Hendrikskinderen;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1823
824;4;1824;Goes;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1824
825;4;1825;Kattendijke;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1825
826;4;1826;Kloetinge;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1826
827;4;1827;Wilhelminadorp;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1827
828;4;1828;Wolphaartsdijk;2010-10-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1828
829;4;1829;Ten Boer;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1829
830;4;1830;Ten Post;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1830
831;4;1831;Garmerwolde;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1831
832;4;1832;Thesinge;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1832
833;4;1833;Woltersum;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1833
834;4;1834;Sint Annen;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1834
835;4;1835;Lellens;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1835
836;4;1836;Winneweer;2008-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1836
837;4;1837;Beets;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1837
838;4;1838;Hobrede;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1838
839;4;1839;Kwadijk;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1839
840;4;1840;Middelie;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1840
841;4;1841;Oosthuizen;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1841
842;4;1842;Schardam;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1842
843;4;1843;Warder;2008-08-19;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1843
844;4;1844;Elburg;2008-08-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1844
845;4;1845;'t Harde;2008-08-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1845
846;4;1846;Doornspijk;2008-08-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1846
847;4;1847;Uden;2008-05-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1847
848;4;1848;Volkel;2008-05-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1848
849;4;1849;Odiliapeel;2008-05-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1849
850;4;1850;Zeeland;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1850
851;4;1851;Schaijk;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1851
852;4;1852;Reek;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1852
853;4;1853;Klimmen;2008-06-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1853
854;4;1854;Ransdaal;2008-06-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1854
855;4;1855;Voerendaal;2008-06-17;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1855
856;4;1856;Blitterswijck;2008-09-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1856
857;4;1857;Geijsteren;2008-09-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1857
858;4;1858;Meerlo;2008-09-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1858
859;4;1859;Swolgen;2008-09-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1859
860;4;1860;Tienray;2008-09-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1860
861;4;1861;Wanssum;2008-09-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1861
862;4;1862;Andelst;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1862
863;4;1863;Driel;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1863
864;4;1864;Elst;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1864
865;4;1865;Hemmen;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1865
866;4;1866;Herveld;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1866
867;4;1867;Heteren;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1867
868;4;1868;Homoet;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1868
869;4;1869;Oosterhout;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1869
870;4;1870;Randwijk;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1870
871;4;1871;Slijk-Ewijk;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1871
872;4;1872;Valburg;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1872
873;4;1873;Zetten;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1873
874;4;1874;Hooge Mierde;2008-09-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1874
875;4;1875;Hulsel;2008-09-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1875
876;4;1876;Lage Mierde;2008-09-09;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1876
877;4;1877;Reusel;2008-09-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1877
878;4;1878;Assendelft;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1878
879;4;1879;Koog aan de Zaan;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1879
880;4;1880;Krommenie;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1880
881;4;1881;Westknollendam;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1881
882;4;1882;Westzaan;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1882
883;4;1883;Wormerveer;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1883
884;4;1884;Zaandam;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1884
885;4;1885;Zaandijk;2008-04-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1885
886;4;1886;Driehuizen;2010-12-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1886
887;4;1887;Grootschermer;2010-12-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1887
888;4;1888;Oterleek;2010-12-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1888
889;4;1889;Schermerhorn;2010-12-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1889
890;4;1890;Stompetoren;2010-12-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1890
891;4;1891;Ursem gem. S;2010-12-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1891
892;4;1892;Zuidschermer;2017-03-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1892
893;4;1893;Scheemda;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1893
894;4;1894;Nieuw Scheemda;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1894
895;4;1895;'t Waar;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1895
896;4;1896;Nieuwolda;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1896
897;4;1897;Midwolda;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1897
898;4;1898;Oostwold;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1898
899;4;1899;Heiligerlee;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1899
900;4;1900;Westerlee;2008-05-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1900
901;4;1903;Graft;2009-05-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1903
902;4;1905;Noordeinde;2009-05-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1905
903;4;1908;West-Graftdijk;2017-03-07;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1908
904;4;1909;Hekendorp;2009-02-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1909
